Customer_ID,Age,Gender,Marital_Status,Education_Level,Employment_Type,Annual_Income,Region,Credit_Score,Existing_Loans_Count,Dependents,Account_Balance,Loan_ID,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,Debt_to_Income_Ratio_%,Application_Date,Approval_Date,Loan_Status,Default_Risk_Flag
CUST2383,35,Female,Married,High School,Salaried,126145,South,415,3,2,198817,LOAN2383,Home Loan,742375,48,12.15,588.51,2018-09-26,2018-09-28,Default,1
CUST2384,21,Female,Single,PhD,Unemployed,55768,West,861,0,0,453589,LOAN2384,Business Loan,551624,120,5.09,989.14,2018-02-25,2018-03-02,Default,1
CUST2385,37,Male,Single,High School,Unemployed,78736,East,523,5,0,253432,LOAN2385,Car Loan,135369,12,10.67,171.93,2021-12-14,2021-12-25,Default,1
CUST2386,56,Female,Divorced,Bachelor,Self-Employed,16617,West,808,3,0,277123,LOAN2386,Home Loan,563872,48,8.85,3393.34,2021-09-09,2021-09-21,Default,1
CUST2387,39,Male,Single,Bachelor,Unemployed,178537,East,327,0,2,319582,LOAN2387,Business Loan,1067673,48,6.11,598.01,2019-08-04,2019-08-10,Default,1
CUST2388,37,Male,Single,High School,Salaried,137726,Central,445,5,4,438277,LOAN2388,Personal Loan,477117,12,6.86,346.42,2018-11-25,2018-12-07,Default,1
CUST2389,51,Female,Married,Master,Self-Employed,59251,East,644,1,2,360910,LOAN2389,Home Loan,386696,12,13.53,652.64,2022-09-20,2022-09-22,Default,1
CUST2390,55,Female,Single,High School,Business,139484,North,355,3,4,66864,LOAN2390,Personal Loan,820109,60,10.53,587.96,2019-04-03,2019-04-04,Default,1
CUST2391,26,Female,Married,High School,Business,26141,North,709,5,3,119436,LOAN2391,Business Loan,1007834,24,10.24,3855.38,2022-08-02,2022-08-09,Default,1
CUST2392,50,Male,Married,High School,Unemployed,45892,West,813,4,0,231573,LOAN2392,Business Loan,262721,24,8.61,572.48,2020-04-10,2020-04-22,Default,1
CUST2393,49,Female,Single,High School,Salaried,96769,East,497,4,4,277875,LOAN2393,Home Loan,1471162,24,15.1,1520.28,2018-08-17,2018-08-24,Default,1
CUST2394,42,Female,Divorced,PhD,Salaried,130305,West,426,5,1,396613,LOAN2394,Education Loan,760671,84,8.46,583.76,2019-08-12,2019-08-25,Default,1
CUST2395,34,Male,Divorced,Master,Self-Employed,113653,South,749,5,2,220264,LOAN2395,Education Loan,1067882,60,7.43,939.6,2018-11-19,2018-12-01,Default,1
CUST2396,21,Female,Married,PhD,Business,162108,Central,860,1,4,154077,LOAN2396,Car Loan,738204,36,11.96,455.38,2018-04-30,2018-05-01,Default,1
CUST2397,57,Female,Married,High School,Salaried,160810,West,412,3,2,35496,LOAN2397,Car Loan,1282692,24,11.54,797.64,2022-07-12,2022-07-13,Default,1
CUST2398,53,Female,Divorced,High School,Self-Employed,60934,West,848,5,2,382117,LOAN2398,Education Loan,777653,48,6.54,1276.22,2020-03-10,2020-03-23,Default,1
CUST2399,38,Female,Single,Bachelor,Unemployed,181611,North,324,5,0,216595,LOAN2399,Personal Loan,599847,36,6.01,330.29,2021-08-28,2021-08-30,Default,1
CUST2400,57,Female,Single,Bachelor,Unemployed,25173,East,566,5,0,295989,LOAN2400,Car Loan,234954,12,15.29,933.36,2020-10-29,2020-10-31,Default,1
CUST2401,41,Male,Single,PhD,Unemployed,137461,Central,315,5,3,107652,LOAN2401,Business Loan,913819,12,8.41,664.78,2023-04-07,2023-04-17,Default,1
CUST2402,37,Male,Divorced,Master,Self-Employed,105379,Central,772,5,3,16297,LOAN2402,Car Loan,895143,84,8.74,849.45,2022-02-07,2022-02-21,Default,1
CUST2403,23,Female,Divorced,Master,Salaried,104525,Central,312,2,3,160455,LOAN2403,Education Loan,153373,120,12.01,146.73,2020-11-20,2020-11-27,Default,1
CUST2404,30,Female,Married,PhD,Salaried,69983,South,639,0,4,496983,LOAN2404,Home Loan,1362710,60,15.12,1947.2,2018-12-21,2018-12-23,Default,1
CUST2405,32,Male,Divorced,High School,Business,92851,South,636,5,1,295129,LOAN2405,Personal Loan,463018,12,7.24,498.67,2021-04-01,2021-04-10,Default,1
CUST2406,56,Female,Married,PhD,Self-Employed,20681,North,417,2,2,310093,LOAN2406,Car Loan,904526,12,13.32,4373.71,2023-04-12,2023-04-18,Default,1
CUST2407,57,Male,Single,High School,Unemployed,149591,East,847,3,0,130501,LOAN2407,Personal Loan,1292660,36,15.82,864.13,2018-06-01,2018-06-08,Default,1
CUST2408,38,Female,Married,PhD,Unemployed,168276,East,852,3,0,168812,LOAN2408,Home Loan,519292,12,10.64,308.6,2021-11-05,2021-11-13,Default,1
CUST2409,50,Female,Divorced,PhD,Salaried,66390,West,540,1,4,368774,LOAN2409,Car Loan,917564,84,9.55,1382.08,2018-06-06,2018-06-17,Default,1
CUST2410,58,Male,Single,High School,Salaried,94229,South,877,1,3,241628,LOAN2410,Business Loan,1300131,12,13.81,1379.76,2018-06-20,2018-06-28,Default,1
CUST2411,51,Female,Divorced,Bachelor,Salaried,191481,East,346,2,4,47947,LOAN2411,Education Loan,590031,12,6.93,308.14,2019-09-02,2019-09-15,Default,1
CUST2412,47,Male,Single,High School,Self-Employed,144976,South,675,2,4,177619,LOAN2412,Car Loan,1301894,48,6.42,898.01,2019-12-01,2019-12-14,Default,1
CUST2413,35,Female,Married,High School,Self-Employed,74257,South,606,5,1,266046,LOAN2413,Car Loan,1257851,48,15.84,1693.92,2023-02-12,2023-02-27,Default,1
CUST2414,42,Female,Married,High School,Unemployed,71595,Central,850,2,4,230920,LOAN2414,Personal Loan,545423,120,17.0,761.82,2020-11-23,2020-12-04,Default,1
CUST2415,57,Female,Divorced,High School,Unemployed,93235,West,477,0,4,140330,LOAN2415,Personal Loan,873901,24,15.25,937.31,2018-09-17,2018-10-02,Default,1
CUST2416,57,Female,Married,High School,Unemployed,18757,East,602,2,0,74490,LOAN2416,Personal Loan,397535,60,5.27,2119.4,2019-12-06,2019-12-19,Default,1
CUST2417,42,Female,Single,PhD,Business,196368,East,712,3,2,378971,LOAN2417,Car Loan,1326259,24,11.17,675.39,2019-04-04,2019-04-10,Default,1
CUST2418,40,Male,Married,High School,Self-Employed,51418,East,377,2,1,72152,LOAN2418,Personal Loan,477818,84,13.8,929.28,2019-12-20,2019-12-22,Default,1
CUST2419,23,Female,Single,High School,Salaried,192621,East,317,1,4,79228,LOAN2419,Home Loan,123951,120,17.34,64.35,2018-09-17,2018-09-27,Default,1
CUST2420,46,Female,Divorced,Bachelor,Business,103004,West,631,4,1,339742,LOAN2420,Personal Loan,91296,24,17.94,88.63,2021-10-28,2021-11-03,Default,1
CUST2421,47,Male,Married,Master,Self-Employed,182587,Central,828,3,3,417082,LOAN2421,Home Loan,1127318,24,17.68,617.41,2020-05-10,2020-05-17,Default,1
CUST2422,50,Male,Single,Master,Salaried,127455,North,611,2,2,66815,LOAN2422,Personal Loan,386540,36,15.29,303.28,2019-08-16,2019-08-18,Default,1
CUST2423,50,Male,Married,PhD,Business,107974,North,694,2,2,244693,LOAN2423,Business Loan,304380,84,17.74,281.9,2022-07-13,2022-07-25,Default,1
CUST2424,35,Female,Divorced,Master,Self-Employed,179671,North,760,0,4,268221,LOAN2424,Home Loan,857304,36,12.2,477.15,2021-08-26,2021-08-28,Default,1
CUST2425,50,Male,Single,High School,Self-Employed,109457,Central,465,4,2,123151,LOAN2425,Home Loan,1111736,24,13.78,1015.68,2018-08-28,2018-09-08,Default,1
CUST2426,43,Female,Married,PhD,Unemployed,100026,East,852,1,4,95785,LOAN2426,Home Loan,435291,24,6.0,435.18,2021-04-17,2021-04-21,Default,1
CUST2427,65,Male,Married,Master,Salaried,147763,Central,631,4,3,389801,LOAN2427,Home Loan,261773,60,8.73,177.16,2020-10-07,2020-10-13,Default,1
CUST2428,21,Male,Single,Bachelor,Business,161289,Central,483,1,3,76571,LOAN2428,Home Loan,1226204,36,5.5,760.25,2021-04-17,2021-04-24,Default,1
CUST2429,40,Male,Married,Master,Business,113123,West,576,5,0,412743,LOAN2429,Education Loan,1216204,60,14.59,1075.12,2018-03-01,2018-03-13,Default,1
CUST2430,44,Male,Divorced,Bachelor,Business,89061,Central,631,2,3,153092,LOAN2430,Personal Loan,326990,36,16.95,367.15,2021-09-28,2021-09-29,Default,1
CUST2431,41,Female,Married,Bachelor,Salaried,39050,Central,854,3,1,441913,LOAN2431,Personal Loan,188139,24,6.31,481.79,2018-07-07,2018-07-08,Default,1
CUST2432,41,Male,Divorced,High School,Business,57270,Central,399,0,3,415979,LOAN2432,Education Loan,169216,60,6.19,295.47,2019-09-07,2019-09-10,Default,1
CUST2433,38,Female,Divorced,Master,Business,161331,Central,334,0,0,478239,LOAN2433,Business Loan,349478,60,11.18,216.62,2019-08-18,2019-09-02,Default,1
CUST2434,24,Male,Single,Master,Salaried,71105,East,390,5,1,131900,LOAN2434,Car Loan,337127,60,7.8,474.13,2020-05-30,2020-06-03,Default,1
CUST2435,61,Female,Single,Bachelor,Salaried,188505,North,427,5,2,39915,LOAN2435,Personal Loan,1469729,36,8.76,779.68,2020-09-18,2020-10-03,Default,1
CUST2436,52,Female,Single,PhD,Salaried,36500,South,540,2,3,76653,LOAN2436,Car Loan,546594,84,14.8,1497.52,2018-12-02,2018-12-07,Default,1
CUST2437,21,Male,Single,Bachelor,Business,188420,South,526,5,3,55039,LOAN2437,Business Loan,1286744,60,7.4,682.91,2023-01-27,2023-02-04,Default,1
CUST2438,62,Male,Married,High School,Salaried,114719,East,574,1,0,195460,LOAN2438,Education Loan,1177338,36,14.11,1026.28,2019-08-19,2019-08-24,Default,1
CUST2439,45,Male,Married,PhD,Salaried,101138,Central,443,2,2,199617,LOAN2439,Business Loan,259549,12,15.63,256.63,2019-02-22,2019-02-26,Default,1
CUST2440,55,Female,Married,Bachelor,Unemployed,51504,North,370,4,3,160452,LOAN2440,Business Loan,1045157,12,5.66,2029.27,2023-01-09,2023-01-21,Default,1
CUST2441,65,Male,Married,Master,Business,24896,East,481,5,4,164257,LOAN2441,Personal Loan,1293188,84,17.92,5194.36,2020-02-20,2020-03-01,Default,1
CUST2442,61,Female,Married,Master,Business,94121,East,635,1,1,319147,LOAN2442,Business Loan,359876,120,16.55,382.35,2021-03-22,2021-04-05,Default,1
CUST2443,33,Female,Divorced,Bachelor,Unemployed,175567,North,679,4,3,321535,LOAN2443,Business Loan,86510,84,15.82,49.27,2018-07-20,2018-07-28,Approved,0
CUST2444,56,Female,Married,High School,Unemployed,106974,East,619,3,0,46716,LOAN2444,Car Loan,455418,12,6.61,425.73,2020-10-20,2020-10-29,Default,1
CUST2445,62,Female,Single,PhD,Business,55377,South,870,1,4,363717,LOAN2445,Home Loan,347926,12,6.03,628.29,2021-09-03,2021-09-07,Default,1
CUST2446,38,Female,Divorced,PhD,Salaried,145208,North,552,4,3,131774,LOAN2446,Home Loan,959149,48,7.88,660.53,2023-02-14,2023-02-23,Default,1
CUST2447,61,Male,Divorced,PhD,Unemployed,150778,Central,328,1,2,325136,LOAN2447,Education Loan,927329,36,12.91,615.03,2019-04-18,2019-04-29,Default,1
CUST2448,22,Male,Divorced,Bachelor,Salaried,107827,South,818,5,2,320370,LOAN2448,Business Loan,1365538,12,13.64,1266.42,2019-09-26,2019-10-10,Default,1
CUST2449,61,Female,Married,Bachelor,Business,194682,West,431,2,0,238081,LOAN2449,Home Loan,858156,120,6.23,440.8,2023-01-05,2023-01-17,Default,1
CUST2450,36,Female,Single,Bachelor,Salaried,90761,West,743,3,2,472753,LOAN2450,Education Loan,1164858,120,12.76,1283.43,2022-01-08,2022-01-17,Default,1
CUST2451,30,Female,Married,Bachelor,Salaried,78018,Central,458,4,3,274269,LOAN2451,Home Loan,369047,36,10.28,473.03,2019-07-17,2019-07-22,Default,1
CUST2452,56,Female,Single,Bachelor,Business,76392,North,340,5,3,295153,LOAN2452,Education Loan,177780,36,11.88,232.72,2018-08-25,2018-09-03,Default,1
CUST2453,65,Female,Married,Bachelor,Salaried,184787,South,552,3,4,14377,LOAN2453,Education Loan,298871,12,14.57,161.74,2019-02-11,2019-02-26,Default,1
CUST2454,65,Male,Single,Master,Self-Employed,173232,South,709,4,0,185452,LOAN2454,Home Loan,1009411,120,11.5,582.69,2023-02-11,2023-02-16,Default,1
CUST2455,35,Female,Divorced,Master,Salaried,79501,Central,439,2,1,84865,LOAN2455,Home Loan,1274241,24,8.5,1602.8,2018-09-15,2018-09-17,Default,1
CUST2456,36,Male,Divorced,Bachelor,Self-Employed,92375,West,340,1,3,489296,LOAN2456,Education Loan,146931,84,5.07,159.06,2020-01-12,2020-01-26,Default,1
CUST2457,59,Male,Single,High School,Self-Employed,54369,Central,424,5,1,16374,LOAN2457,Business Loan,534679,36,12.2,983.43,2018-12-15,2018-12-20,Default,1
CUST2458,58,Male,Divorced,Bachelor,Business,79590,East,509,1,2,408911,LOAN2458,Home Loan,879432,36,15.21,1104.95,2020-08-03,2020-08-11,Default,1
CUST2459,45,Female,Single,Bachelor,Business,18028,East,385,4,4,116061,LOAN2459,Car Loan,1448105,84,8.51,8032.53,2019-08-19,2019-09-01,Default,1
CUST2460,60,Male,Single,PhD,Salaried,62717,Central,650,3,1,171530,LOAN2460,Business Loan,897767,36,11.66,1431.46,2018-03-22,2018-04-03,Default,1
CUST2461,49,Female,Divorced,Master,Business,166924,South,872,4,4,247332,LOAN2461,Car Loan,700207,36,7.18,419.48,2020-06-13,2020-06-14,Default,1
CUST2462,63,Male,Divorced,PhD,Self-Employed,15431,South,564,4,4,292673,LOAN2462,Car Loan,376827,24,17.28,2442.01,2020-06-28,2020-07-10,Default,1
CUST2463,50,Female,Married,Bachelor,Salaried,122873,North,741,1,1,304217,LOAN2463,Business Loan,1053183,60,10.17,857.13,2019-08-13,2019-08-17,Default,1
CUST2464,45,Male,Divorced,High School,Unemployed,51327,Central,660,0,0,131943,LOAN2464,Education Loan,1285768,84,7.69,2505.05,2021-09-07,2021-09-22,Default,1
CUST2465,31,Female,Single,Master,Unemployed,112223,South,827,0,2,39218,LOAN2465,Car Loan,865051,48,14.8,770.83,2023-03-31,2023-04-07,Default,1
CUST2466,46,Male,Married,PhD,Self-Employed,118442,North,720,3,3,386430,LOAN2466,Business Loan,305351,60,11.78,257.81,2018-08-10,2018-08-15,Default,1
CUST2467,41,Male,Married,High School,Salaried,93788,West,541,5,4,34072,LOAN2467,Car Loan,656944,12,8.67,700.46,2022-05-27,2022-06-06,Default,1
CUST2468,24,Female,Single,High School,Self-Employed,86457,Central,315,5,2,48241,LOAN2468,Personal Loan,176442,48,10.02,204.08,2019-06-01,2019-06-14,Default,1
CUST2469,43,Female,Divorced,PhD,Self-Employed,46287,South,389,4,3,409292,LOAN2469,Personal Loan,1177006,24,11.02,2542.84,2018-07-03,2018-07-15,Default,1
CUST2470,50,Male,Divorced,Master,Business,179463,Central,466,4,1,479470,LOAN2470,Business Loan,1418701,36,14.63,790.53,2019-03-24,2019-03-28,Default,1
CUST2471,51,Male,Married,PhD,Unemployed,132861,South,676,1,2,317433,LOAN2471,Education Loan,67749,24,7.27,50.99,2019-08-12,2019-08-24,Default,1
CUST2472,31,Female,Single,Bachelor,Business,58980,East,651,2,0,379492,LOAN2472,Car Loan,1013255,60,13.32,1717.96,2018-07-11,2018-07-18,Default,1
CUST2473,62,Female,Married,Bachelor,Self-Employed,76118,North,303,5,4,457286,LOAN2473,Car Loan,997945,84,17.42,1311.05,2020-02-21,2020-03-02,Default,1
CUST2474,34,Male,Single,Master,Self-Employed,19930,North,415,3,1,241749,LOAN2474,Business Loan,1350919,48,5.31,6778.32,2020-03-07,2020-03-12,Default,1
CUST2475,52,Female,Single,PhD,Self-Employed,156158,South,725,5,3,492743,LOAN2475,Education Loan,1394066,24,13.63,892.73,2018-02-23,2018-02-28,Default,1
CUST2476,64,Female,Single,High School,Business,174198,South,754,5,2,416866,LOAN2476,Personal Loan,788094,12,5.77,452.41,2022-05-10,2022-05-14,Default,1
CUST2477,38,Female,Divorced,Master,Unemployed,21087,South,382,0,0,165148,LOAN2477,Personal Loan,720658,48,10.64,3417.55,2022-01-22,2022-02-05,Default,1
CUST2478,26,Female,Single,Bachelor,Business,47361,North,324,3,2,290854,LOAN2478,Personal Loan,223924,48,15.88,472.8,2022-07-02,2022-07-10,Default,1
CUST2479,35,Female,Married,Bachelor,Salaried,116508,North,883,3,0,444891,LOAN2479,Home Loan,1257994,48,5.11,1079.75,2018-04-05,2018-04-12,Default,1
CUST2480,63,Male,Married,Master,Self-Employed,169247,Central,391,2,4,49681,LOAN2480,Business Loan,585015,60,10.31,345.66,2022-03-01,2022-03-13,Default,1
CUST2481,35,Male,Married,PhD,Business,128411,Central,722,2,2,317320,LOAN2481,Home Loan,1140161,120,6.69,887.9,2020-01-05,2020-01-10,Default,1
CUST2482,23,Female,Married,Master,Salaried,29441,West,486,0,4,142648,LOAN2482,Car Loan,431022,36,6.6,1464.02,2020-05-27,2020-06-11,Default,1
CUST2483,64,Female,Divorced,Master,Unemployed,36546,South,359,5,4,233376,LOAN2483,Education Loan,486048,36,7.52,1329.96,2021-03-07,2021-03-19,Default,1
CUST2484,42,Female,Married,PhD,Salaried,166017,Central,342,0,2,296967,LOAN2484,Car Loan,1155671,12,15.47,696.12,2018-03-28,2018-04-03,Default,1
CUST2485,51,Female,Married,Bachelor,Salaried,121719,East,577,1,2,344626,LOAN2485,Business Loan,425980,48,6.38,349.97,2019-07-14,2019-07-23,Default,1
CUST2486,53,Female,Divorced,Bachelor,Unemployed,123858,North,612,0,3,385874,LOAN2486,Car Loan,1002567,120,6.32,809.45,2020-12-03,2020-12-11,Default,1
CUST2487,46,Male,Single,PhD,Self-Employed,195480,Central,414,0,3,3029,LOAN2487,Education Loan,301940,36,9.62,154.46,2019-03-08,2019-03-20,Default,1
CUST2488,27,Male,Divorced,Bachelor,Self-Employed,144516,North,667,0,4,474341,LOAN2488,Personal Loan,145866,24,11.12,100.93,2021-07-02,2021-07-13,Default,1
CUST2489,31,Female,Single,Master,Self-Employed,126892,South,817,5,3,282162,LOAN2489,Personal Loan,1345637,120,12.09,1060.46,2020-02-26,2020-03-04,Default,1
CUST2490,25,Male,Single,Master,Unemployed,130830,Central,704,3,1,311840,LOAN2490,Education Loan,626910,36,10.8,479.18,2019-02-20,2019-02-21,Default,1
CUST2491,50,Male,Married,High School,Business,150228,Central,315,4,3,403702,LOAN2491,Business Loan,1270144,12,9.86,845.48,2021-05-25,2021-06-06,Default,1
CUST2492,52,Female,Divorced,Master,Business,124740,North,529,0,0,178988,LOAN2492,Home Loan,876019,48,15.86,702.28,2018-01-29,2018-02-07,Default,1
CUST2493,64,Female,Single,PhD,Salaried,116236,West,849,4,2,98406,LOAN2493,Home Loan,1415112,48,17.07,1217.45,2022-11-09,2022-11-21,Default,1
CUST2494,25,Female,Divorced,High School,Salaried,49353,East,352,3,2,145577,LOAN2494,Education Loan,308860,12,13.46,625.82,2023-05-21,2023-06-05,Default,1
CUST2495,57,Female,Single,Master,Self-Employed,110908,East,855,5,4,462,LOAN2495,Personal Loan,1221847,120,12.9,1101.68,2019-10-26,2019-10-27,Default,1
CUST2496,32,Female,Single,High School,Unemployed,34029,East,721,3,0,480590,LOAN2496,Car Loan,1061376,48,10.66,3119.03,2019-04-10,2019-04-11,Default,1
CUST2497,41,Female,Married,PhD,Self-Employed,52796,Central,468,3,0,280725,LOAN2497,Personal Loan,873625,84,13.07,1654.72,2022-01-08,2022-01-20,Default,1
CUST2498,24,Male,Married,Bachelor,Business,187709,North,318,0,4,470517,LOAN2498,Home Loan,759826,60,8.43,404.79,2022-06-24,2022-06-25,Default,1
CUST2499,49,Male,Single,PhD,Salaried,66024,West,838,5,0,388901,LOAN2499,Car Loan,1400650,60,14.1,2121.43,2021-07-18,2021-07-20,Default,1
CUST2500,51,Female,Divorced,PhD,Salaried,196756,South,818,4,1,44444,LOAN2500,Home Loan,374821,120,15.8,190.5,2021-11-09,2021-11-10,Default,1
CUST2501,55,Female,Married,PhD,Unemployed,77421,Central,790,5,4,153901,LOAN2501,Personal Loan,1328741,120,9.17,1716.25,2019-07-16,2019-07-20,Default,1
CUST2502,52,Female,Divorced,Bachelor,Business,113249,South,855,1,2,410691,LOAN2502,Home Loan,222676,36,7.02,196.63,2022-03-15,2022-03-20,Default,1
CUST2503,27,Female,Single,Master,Self-Employed,183550,West,635,3,0,433271,LOAN2503,Car Loan,548148,120,16.99,298.64,2021-10-09,2021-10-11,Default,1
CUST2504,47,Male,Divorced,Master,Self-Employed,80259,South,528,0,0,167500,LOAN2504,Personal Loan,730389,84,7.62,910.04,2019-02-09,2019-02-14,Default,1
CUST2505,25,Male,Single,High School,Self-Employed,29658,East,809,0,2,212765,LOAN2505,Car Loan,767582,120,12.09,2588.11,2020-01-28,2020-02-03,Default,1
CUST2506,27,Male,Married,Bachelor,Self-Employed,84062,North,748,4,3,141555,LOAN2506,Education Loan,337232,60,5.25,401.17,2019-07-28,2019-08-07,Default,1
CUST2507,54,Male,Divorced,High School,Business,154689,West,473,4,2,285681,LOAN2507,Home Loan,732645,84,16.05,473.62,2018-08-10,2018-08-11,Default,1
CUST2508,22,Male,Divorced,High School,Salaried,124018,Central,327,3,3,469870,LOAN2508,Business Loan,481699,60,11.61,388.41,2020-03-23,2020-03-26,Default,1
CUST2509,25,Male,Married,PhD,Unemployed,130691,North,499,2,3,385779,LOAN2509,Car Loan,1339967,48,5.17,1025.29,2020-07-01,2020-07-04,Default,1
CUST2510,55,Female,Married,Master,Salaried,192241,North,864,5,1,399516,LOAN2510,Home Loan,1001101,120,12.84,520.75,2022-09-23,2022-09-27,Default,1
CUST2511,65,Male,Divorced,Master,Self-Employed,141322,South,332,5,1,137373,LOAN2511,Car Loan,343757,48,8.94,243.24,2019-02-11,2019-02-20,Default,1
CUST2512,46,Female,Married,Bachelor,Unemployed,77264,West,556,2,0,351650,LOAN2512,Home Loan,802770,24,13.5,1039.0,2023-05-24,2023-05-31,Default,1
CUST2513,25,Female,Married,Bachelor,Business,126444,South,314,1,4,249044,LOAN2513,Business Loan,401458,120,12.94,317.5,2022-05-29,2022-06-03,Default,1
CUST2514,54,Male,Single,PhD,Business,75214,North,370,0,2,321374,LOAN2514,Business Loan,650212,120,16.06,864.48,2019-12-21,2019-12-26,Default,1
CUST2515,58,Male,Divorced,PhD,Salaried,89286,North,851,4,4,60195,LOAN2515,Car Loan,126372,84,10.03,141.54,2020-03-21,2020-03-27,Default,1
CUST2516,50,Female,Single,Bachelor,Business,175158,North,399,3,0,249606,LOAN2516,Business Loan,136065,48,13.4,77.68,2018-07-22,2018-08-04,Default,1
CUST2517,53,Female,Married,Master,Self-Employed,89844,East,889,5,0,401024,LOAN2517,Car Loan,230639,60,9.42,256.71,2018-02-12,2018-02-14,Default,1
CUST2518,21,Male,Divorced,High School,Business,46713,Central,453,5,4,6454,LOAN2518,Business Loan,194090,120,17.35,415.49,2019-03-09,2019-03-11,Default,1
CUST2519,54,Male,Married,Master,Unemployed,59497,North,763,5,2,227822,LOAN2519,Home Loan,243524,24,16.37,409.3,2019-06-25,2019-07-02,Default,1
CUST2520,29,Male,Single,High School,Self-Employed,192434,East,415,2,3,185568,LOAN2520,Home Loan,874591,48,15.89,454.49,2018-10-04,2018-10-06,Default,1
CUST2521,28,Male,Divorced,Master,Self-Employed,141205,South,834,2,2,129165,LOAN2521,Education Loan,395962,60,12.7,280.42,2021-02-21,2021-03-06,Default,1
CUST2522,22,Female,Divorced,Master,Salaried,21300,East,316,5,1,17959,LOAN2522,Personal Loan,894478,48,8.37,4199.43,2019-09-17,2019-09-30,Default,1
CUST2523,45,Male,Divorced,Master,Business,160179,Central,781,5,0,124707,LOAN2523,Business Loan,757676,120,11.23,473.02,2019-04-15,2019-04-18,Default,1
CUST2524,41,Male,Married,Master,Business,120602,West,350,2,4,340495,LOAN2524,Personal Loan,1083507,48,8.47,898.42,2018-01-10,2018-01-17,Default,1
CUST2525,48,Female,Married,Master,Salaried,156845,South,569,4,4,477537,LOAN2525,Business Loan,741893,48,13.19,473.01,2020-01-31,2020-02-14,Default,1
CUST2526,54,Male,Divorced,High School,Self-Employed,48443,North,829,0,4,432504,LOAN2526,Business Loan,732627,48,6.23,1512.35,2019-02-27,2019-03-13,Default,1
CUST2527,33,Male,Divorced,High School,Self-Employed,78335,Central,517,1,0,352119,LOAN2527,Education Loan,562546,84,15.67,718.13,2019-04-11,2019-04-20,Default,1
CUST2528,46,Male,Single,High School,Unemployed,139460,North,676,5,1,427121,LOAN2528,Car Loan,1096610,84,6.71,786.33,2023-03-21,2023-04-02,Default,1
CUST2529,44,Male,Divorced,High School,Salaried,95962,Central,432,4,2,155001,LOAN2529,Education Loan,845313,36,9.95,880.88,2020-10-20,2020-10-31,Default,1
CUST2530,47,Female,Married,PhD,Business,101423,East,389,3,2,110609,LOAN2530,Home Loan,404307,84,13.93,398.63,2018-12-01,2018-12-10,Default,1
CUST2531,60,Female,Single,PhD,Business,145048,Central,879,2,1,411171,LOAN2531,Personal Loan,187760,84,13.66,129.45,2022-08-26,2022-08-31,Default,1
CUST2532,47,Female,Single,PhD,Unemployed,199975,North,467,2,2,225167,LOAN2532,Home Loan,1312149,48,8.9,656.16,2018-08-08,2018-08-17,Default,1
CUST2533,64,Male,Married,High School,Salaried,15765,Central,867,4,2,76754,LOAN2533,Education Loan,187630,24,13.32,1190.17,2019-03-27,2019-04-04,Default,1
CUST2534,48,Male,Married,High School,Business,48698,South,885,3,4,334694,LOAN2534,Business Loan,462373,24,12.71,949.47,2022-05-29,2022-06-04,Default,1
CUST2535,65,Male,Married,Bachelor,Business,30627,North,479,0,0,386830,LOAN2535,Business Loan,1287341,36,16.01,4203.29,2023-01-05,2023-01-08,Default,1
CUST2536,41,Female,Divorced,PhD,Unemployed,123287,North,507,5,3,191865,LOAN2536,Car Loan,828525,84,14.52,672.03,2021-03-21,2021-03-23,Default,1
CUST2537,30,Male,Single,Bachelor,Salaried,57466,West,785,1,4,477757,LOAN2537,Home Loan,301618,48,12.18,524.86,2020-03-31,2020-04-12,Default,1
CUST2538,60,Female,Married,Master,Unemployed,194760,South,749,4,0,140908,LOAN2538,Personal Loan,865471,48,14.26,444.38,2021-01-20,2021-02-02,Default,1
CUST2539,29,Female,Divorced,PhD,Salaried,74657,West,360,1,3,412687,LOAN2539,Home Loan,942914,120,15.55,1262.99,2018-08-30,2018-09-13,Default,1
CUST2540,58,Male,Single,High School,Salaried,79741,South,502,4,3,166257,LOAN2540,Education Loan,1341434,120,17.45,1682.24,2021-01-05,2021-01-06,Default,1
CUST2541,51,Male,Single,Bachelor,Self-Employed,100620,Central,511,4,4,1826,LOAN2541,Car Loan,662650,84,5.24,658.57,2022-12-19,2022-12-30,Default,1
CUST2542,58,Female,Divorced,Master,Business,95948,North,699,1,2,425824,LOAN2542,Car Loan,342714,24,15.42,357.19,2018-01-14,2018-01-17,Default,1
CUST2543,58,Male,Divorced,High School,Self-Employed,45852,Central,838,3,4,451840,LOAN2543,Personal Loan,343691,48,16.53,749.57,2022-11-17,2022-11-23,Default,1
CUST2544,65,Male,Married,Master,Self-Employed,137153,East,554,1,4,337745,LOAN2544,Education Loan,1012114,60,8.59,737.95,2018-11-28,2018-12-09,Default,1
CUST2545,63,Male,Married,High School,Salaried,116981,West,412,1,1,286902,LOAN2545,Education Loan,721589,24,5.81,616.84,2022-03-14,2022-03-24,Default,1
CUST2546,39,Female,Divorced,Bachelor,Salaried,54324,South,330,0,3,372747,LOAN2546,Personal Loan,770263,120,12.27,1417.91,2022-01-29,2022-02-11,Default,1
CUST2547,62,Female,Single,PhD,Self-Employed,64090,East,413,4,2,495392,LOAN2547,Education Loan,1308289,24,14.89,2041.33,2018-06-15,2018-06-29,Default,1
